primary_title,start_year,runtime_minutes,genres,vote_average,vote_count,Top Cast,Director,popularity,Budget,Revenue
Passage to Mars,2016,94.0,Adventure,4.0,5,"Zachary Quinto, Charlotte Rampling, Pascal Lee, Buzz Aldrin, Jean-Christophe Jeauffre",Jean-Christophe Jeauffre,1.005,0.0,0
Passenger Pigeons,2010,107.0,Drama,5.0,1,"Kentucker Audley, Caroline White, Bryan Marshall, Martha Stephens, Brendan McFadden",Martha Stephens,0.6,0.0,0
Passengers,2016,116.0,"Drama,Romance,Sci-Fi",6.8,7869,"Jennifer Lawrence, Chris Pratt, Michael Sheen, Laurence Fishburne, Andy García",Morten Tyldum,14.074,110000000.0,303144152
Passfire,2016,112.0,"Adventure,Documentary",7.3,10,,Jesse Veverka,0.656,0.0,0
Passion Play,2010,94.0,"Drama,Fantasy,Romance",4.6,43,"Megan Fox, Mickey Rourke, Bill Murray, Rhys Ifans, Kelly Lynch",Mitch Glazer,5.11,8000000.0,25603
Passione,2010,90.0,"History,Music",5.5,4,"Lina Sastri, Massimo Ranieri, Peppe Servillo, Fiorello, John Turturro",John Turturro,1.4,0.0,71666
Passionflower,2011,84.0,Drama,9.0,1,"Kassidy Love Brown, Kristen Harris, Darcy Fehr",Shelagh Carter,0.6,0.0,0
Past Life,2016,109.0,Drama,7.0,5,"Nelly Tagar, Joy Rieger, Doron Tavory, Evgenia Dodina, Tom Avni",Avi Nesher,0.6,0.0,0
Pastor Shepherd,2010,91.0,Comedy,3.8,8,"Danny Trejo, Maria-Elena Laas, Pastor Shepherd, Diane Hruska, Josh Perry",Edwin L. Marshall,0.839,0.0,0
Pastorela,2011,88.0,"Comedy,Fantasy",6.0,11,"Joaquín Cosío, Eduardo España, Carlos Cobos, Ana Serradilla, José Sefami",Emilio Portes,1.354,0.0,714300
Pat Metheny: The Unity Sessions,2015,118.0,"Documentary,Music",7.0,1,"Chris Potter, Giulio Carmassi, Ben Williams, Antonio Sánchez, Pat Metheny",Matt Beighley,0.6,0.0,0
Patagonia,2010,119.0,"Adventure,Drama",5.1,5,"Matthew Rhys, Nia Roberts, Marta Lubos, Nahuel Pérez Biscayart, Duffy",Marc Evans,1.145,0.0,0
Patagonia Rising,2011,85.0,"Adventure,Documentary,Western",7.0,2,Lalo Romero,Brian Lilla,0.906,0.0,0
Patang,2011,93.0,Drama,5.5,2,"Seema Biswas, Nawazuddin Siddiqui, Sugandha Garg, Mukkund Shukla, Aakash Maheriya",Prashant Bhargava,0.655,0.0,0
Patch Town,2014,85.0,"Adventure,Comedy,Fantasy",5.6,10,"Rob Ramsay, Zoie Palmer, Julian Richings, Suresh John, Ken Hall",Craig Goodwill,1.82,0.0,0
Paternity Leave,2015,90.0,"Comedy,Drama,Romance",5.9,8,"Jacob York, Charlie David, Chris Salvatore, Britten Tillinghast, Darrin Otto",Matt Riddlehoover,1.4,0.0,0
Paterson,2016,118.0,"Comedy,Drama,Romance",7.1,736,"Adam Driver, Golshifteh Farahani, Nellie, Rizwan Manji, Barry Shabaka Henley",Jim Jarmusch,9.486,5000000.0,2152738
Path,2015,85.0,"Action,Drama,Horror",4.6,19,"Andrea García-Huidobro, Diego Casanueva, Sofía García, Tomás Vidiella, Javiera Hernández",Lucio A. Rojas,2.11,0.0,0
Path of Blood,2018,92.0,Documentary,6.7,10,Paul Marshall Johnson Jr.,Jonathan Hacker,4.716,0.0,0
Pathfinders: In the Company of Strangers,2011,100.0,"Action,Drama,History",4.3,21,"Christopher Serrone, Michael Conner Humphreys, Jon Ashley Hall, Curt A. Sindelar, Billy Reynolds",Curt A. Sindelar,2.292,0.0,0
Patient,2016,94.0,"Horror,Thriller",5.5,4,"Anney Reese, Brett Brooks, Sheri Gilbert-Wilson, Chase Wainscott, Kate Thompson",Jason Sheedy,0.6,0.0,0
Patient 17,2011,,"Crime,Drama,Mystery",4.0,1,"Hannah Waterman, Jonathan Linsley, Saul Reichlin, Christopher Dunne, Cornelius Macarthy",Tuyet Le,0.625,0.0,0
Patient 62,2016,81.0,"Sci-Fi,Thriller",8.0,1,"Reece Wagner, Chrissy Mozylisky, Glenn LaPointe, Andrew Valdez, Anna Seibel",Rick Anthony,0.637,0.0,0
Patient Killer,2015,89.0,"Drama,Mystery,Thriller",2.5,2,"Victoria Pratt, Barbie Castro, Casper Van Dien, Richard Burgi, Patrick Muldoon",Casper Van Dien,1.246,2500000.0,0
Patient Seven,2016,116.0,Horror,4.9,54,"Michael Ironside, Jack Plotnick, Drew Fonteiro, Rane Jameson, Anna Rose Moore",Danny Draven,6.141,0.0,0
Patient Seventeen,2017,68.0,"Documentary,Mystery",4.2,9,,Jeremy Kenyon Lockyer Corbell,1.58,0.0,0
Patient Zero,2018,93.0,"Action,Drama,Horror",4.7,160,"Matt Smith, Natalie Dormer, Clive Standen, Agyness Deyn, Stanley Tucci",Stefan Ruzowitzky,10.497,0.0,0
Patricia: el regreso del sueño,2017,108.0,"Comedy,Drama,Romance",5.0,1,"Amauris Pérez, Stephany Liriano, Mario Nunez, Geisha Montes De Oca, Miguel Ángel Martínez",René Fortunato,0.647,0.0,0
Patrick,2019,97.0,"Comedy,Drama",4.9,91,"Rachel Griffiths, Charles Dance, Sharni Vinson, Jackson Gallagher, Peta Sergeant",Mark Hartley,6.141,0.0,0
Patrick's Day,2014,102.0,"Drama,Family,Romance",6.7,3,"Kerry Fox, Moe Dunford, Catherine Walker, Philip Jackson",Terry McMahon,0.6,0.0,0
Patriocracy,2011,90.0,Documentary,6.8,2,"Erskine Bowles, Pat Buchanan, Bob Schieffer, Alan K. Simpson",Brian Malone,0.84,0.0,0
Patriots Day,2016,133.0,"Action,Crime,Drama",6.9,1337,"Mark Wahlberg, John Goodman, J.K. Simmons, Kevin Bacon, Michelle Monaghan",Peter Berg,15.435,45000000.0,50548152
Patti Cake$,2017,109.0,"Drama,Music",7.0,122,"Danielle Macdonald, Bridget Everett, Siddharth Dhananjay, Mamoudou Athie, Cathy Moriarty",Geremy Jasper,6.934,0.0,0
Paul,2016,71.0,Drama,6.5,3017,"Simon Pegg, Nick Frost, Seth Rogen, Jason Bateman, Kristen Wiig",Greg Mottola,15.234,40000000.0,98000000
Paul Blart: Mall Cop 2,2015,94.0,"Action,Comedy,Crime",5.0,900,"Kevin James, Raini Rodriguez, Neal McDonough, Daniella Alonso, Eduardo Verástegui",Andy Fickman,15.941,38000000.0,107597242
Paul Williams Still Alive,2011,87.0,"Biography,Comedy,Documentary",6.3,8,"Paul Williams, Stephen Kessler, Warren Beatty, Robert Blake, Karen Carpenter",Stephen Kessler,1.382,0.0,38691
"Paul, Apostle of Christ",2018,108.0,"Adventure,Biography,Drama",7.1,98,"Jim Caviezel, James Faulkner, Olivier Martinez, Joanne Whalley, John Lynch",Andrew Hyatt,12.005,5000000.0,25915966
Paulo Coelho's Best Story,2014,112.0,"Biography,Drama,Music",7.2,16,"Júlio Andrade, Ravel Andrade, Fabiana Gugli, Lucci Ferreira, Fabiula Nascimento",Daniel Augusto,1.198,0.0,0
Pauly Shore Stands Alone,2014,87.0,"Biography,Comedy,Documentary",6.0,2,Pauly Shore,Pauly Shore,0.6,0.0,0
Pavilion,2012,68.0,Drama,6.6,5,"Addie Bartlett, Aaron Buyea, Zach Cali, Cody Hamric, Max Schaffner",Tim Sutton,1.498,0.0,0
Paw Patrol: Mighty Pups,2019,,Animation,10.0,3,"Max Calinescu, Devan Cohen, Drew Davis, Samuel Faraci, Kallan Holley",,1.963,0.0,0
Pawn,2013,88.0,"Action,Crime,Mystery",5.6,77,"Sean Faris, Forest Whitaker, Nikki Reed, Ray Liotta, Michael Chiklis",David A. Armstrong,6.914,83000000.0,0
Pawn Sacrifice,2014,115.0,"Biography,Drama,Sport",6.7,446,"Tobey Maguire, Peter Sarsgaard, Liev Schreiber, Michael Stuhlbarg, Lily Rabe",Edward Zwick,6.744,19000000.0,5600000
Pawn Shop,2013,,Horror,5.5,1,"Robert Spearman Jr., Garrett Morris, Joe Torry",Parrish Redd,0.6,0.0,0
Pawn Shop Chronicles,2013,112.0,"Action,Comedy,Crime",5.8,111,"Paul Walker, Elijah Wood, Norman Reedus, Brendan Fraser, Vincent D'Onofrio",Wayne Kramer,5.908,5000000.0,1080000
Pay the Ghost,2015,94.0,"Drama,Horror,Mystery",5.3,376,"Nicolas Cage, Sarah Wayne Callies, Veronica Ferres, Lyriq Bent, Lauren Beatty",Uli Edel,8.049,0.0,2160298
Payback,2019,,Documentary,5.0,1,,Jennifer Baichwal,0.84,0.0,17769
Payback Season,2012,91.0,"Drama,Thriller",5.7,3,"Adam Deacon, David Ajala, Leo Gregory, Anna Popplewell, Katrina Nare",Danny Donnelly,0.6,0.0,0
Payday,2017,,Action,10.0,1,"Bishop Stevens, Lara Jean Sullivan, Colton Wheeler, Derek Babb, Sophia Manyet",Chase Dudley,1.947,0.0,0
Peace After Marriage,2013,86.0,"Comedy,Drama,Romance",5.3,4,"Hiam Abbass, Omer Barnea, Ghazi Albuliwi, Assaf Cohen, Sam Kalidi",Bandar Albuliwi,0.792,0.0,0
Peace Officer,2015,105.0,"Crime,Documentary",7.6,6,,Scott Christopherson,0.853,0.0,26632
"Peace, Love & Misunderstanding",2011,96.0,"Comedy,Drama,Music",6.0,94,"Catherine Keener, Elizabeth Olsen, Nat Wolff, Jane Fonda, Jeffrey Dean Morgan",Bruce Beresford,6.822,0.0,539896
Peacock,2010,90.0,"Drama,Horror,Thriller",6.1,104,"Cillian Murphy, Elliot Page, Susan Sarandon, Jaimi Paige, Josh Lucas",Michael Lander,8.414,0.0,0
Pearl: The Assassin,2013,80.0,"Action,Crime,Thriller",3.7,3,"Dana Patton, Bridget Fitzgerald, Betty Kaplan, Warren Lee",Guy Patton,0.737,0.0,0
Pearly Gates,2015,88.0,Drama,3.0,1,"Scott Grimes, Bonnie Somerville, Jason Gray-Stanford, Uzo Aduba, Jack Noseworthy",Scott Ehrlich,0.96,0.0,0
Pecking Order,2017,88.0,Documentary,9.0,2,"Doug Bain, Sarah Bunton, Bob Dawber, Brian Glassey, Brett Hawker",Slavko Martinov,0.6,0.0,0
Pee-wee's Big Holiday,2016,90.0,"Adventure,Comedy,Family",6.1,119,"Paul Reubens, Joe Manganiello, Jessica Pohly, Alia Shawkat, Stephanie Beatriz",John Lee,6.6,0.0,0
Peel,2019,101.0,Drama,10.0,1,"Ben Dent, Marnie Lambert, Andrew Teske",Raymond Zrike,0.6,2267.0,0
Peelers,2016,95.0,Horror,5.3,31,"Wren Walker, Caz Odin Darko, Madison J Loos, Cameron Dent, Kirstie Peters",Sevé Schelenz,3.333,0.0,0
Peep World,2010,79.0,"Comedy,Drama",5.0,26,"Michael C. Hall, Sarah Silverman, Rainn Wilson, Ben Schwartz, Kate Mara",Barry W. Blaustein,3.413,0.0,10967
Peeping Blog,2011,,"Horror,Thriller",1.5,2,,Creep Creepersin,0.6,0.0,0
Peeples,2013,95.0,"Comedy,Romance",5.2,34,"Craig Robinson, Kerry Washington, David Alan Grier, S. Epatha Merkerson, Tyler James Williams",Tina Gordon,2.651,15000000.0,9300000
Pegasus,2010,104.0,Drama,5.5,4,"Anas El Baz, Majdouline Idrissi, Saadia Ladib, Nadia Niazi, Driss Roukhe",Mohamed Mouftakir,0.981,0.0,0
Peggy Guggenheim: Art Addict,2015,96.0,"Biography,Documentary,History",7.0,10,"Peggy Guggenheim, Marina Abramović, Arne Glimcher, Robert De Niro, Mercedes Ruehl",Lisa Immordino Vreeland,1.4,0.0,0
Pelada,2010,90.0,"Documentary,Sport",5.7,3,"Gwendolyn Oxenham, Luke Boughen",Luke Boughen,0.6,0.0,0
Pelican Dreams,2014,80.0,Documentary,7.8,4,,Judy Irving,2.424,0.0,0
Pelt,2010,87.0,"Comedy,Horror",4.7,6,"Ryan Boone, Justin Welborn, Ashley Watkins, Travis Goodman, Matthew Robinson",Richard Swindell,1.222,0.0,0
Pelé: Birth of a Legend,2016,107.0,"Biography,Drama,Sport",7.2,446,"Kevin de Paula, Leonardo Lima Carvalho, Seu Jorge, Milton Gonçalves, Seth Michaels",Jeff Zimbalist,10.148,0.0,27312
Penalty Kick,2018,,Comedy,5.8,6,"Adrián Uribe, Carlos Manuel Vesga, José Sefami, Mary Paz Mata, Julieth Restrepo",Rodrigo Triana,2.421,0.0,0
Pendejo (Idiot),2013,84.0,Comedy,5.0,1,"Danny Trejo, Fernanda Romero, Raja Fenske, Laksh Singh, Jade Ramsey",Jairaj Walia,0.6,2000000.0,0
Penguin Highway,2018,118.0,"Adventure,Animation,Family",7.7,21,"Kana Kita, Rie Kugimiya, Yu Aoi, Miki Fukui, Misaki Kuno",Hiroyasu Ishida,5.534,0.0,3902796
Penguin Rescue,2018,70.0,Animation,2.0,1,,Evan Tramel,0.903,0.0,0
Penguins of Madagascar,2014,92.0,"Adventure,Animation,Comedy",6.4,2273,"Tom McGrath, Chris Miller, Christopher Knights, Conrad Vernon, John Malkovich",Simon J. Smith,20.899,132000000.0,373515621
Penny Palabras,2018,99.0,"Fantasy,Horror",8.0,2,"Deena Ingley, Alyssa Kay, Susan Echols-Orton, Ben Leiataua, Bill Read Jr.",Ken Carlson,0.748,0.0,0
Pentatonix: On My Way Home,2015,90.0,"Documentary,Music",7.3,19,"Mitch Grassi, Scott Hoying, Avi Kaplan, Kirstin Maldonado, Kevin Olusola",Devin Chanda,1.4,0.0,0
Penthouse North,2014,86.0,Documentary,5.7,87,"Michael Keaton, Michelle Monaghan, Andrew W. Walker, Kaniehtiio Horn, Barry Sloane",Joseph Ruben,7.368,0.0,0
Penumbra,2016,123.0,Drama,6.2,16,"Cristina Brondo, Camila Bordonaba, Berta Muñiz, Arnaldo André, Mirella Pascual",Adrián García Bogliano,2.094,0.0,0
People Like Us,2010,55.0,Drama,6.8,360,"Chris Pine, Elizabeth Banks, Olivia Wilde, Michelle Pfeiffer, Mark Duplass",Alex Kurtzman,9.078,16000000.0,12434778
People You May Know,2016,101.0,"Comedy,Drama",5.8,15,"Sean Maher, Andrea Grano, Mark Cirillo, Lauren C. Mayhew, Nacho San José",J.C. Falcón,1.439,0.0,0
People of a Feather,2011,90.0,Documentary,10.0,1,,Joel Heath,0.6,0.0,0
People's Republic of Desire,2018,95.0,Documentary,6.8,2,,Hao Wu,1.712,0.0,0
Peppermint,2018,101.0,"Action,Crime,Drama",6.5,716,"Jennifer Garner, John Gallagher Jr., John Ortiz, Juan Pablo Raba, Annie Ilonzeh",Pierre Morel,32.476,25000000.0,53918723
Percentage,2014,86.0,"Action,Crime,Thriller",4.7,11,"Cam'ron, Omar Gooding, Antoni Corone, Jesse Liebman, Antwon Tanner",Alex Merkin,2.914,0.0,0
Percy Jackson & the Olympians: The Lightning Thief,2010,118.0,"Adventure,Family,Fantasy",6.1,4229,"Logan Lerman, Brandon T. Jackson, Alexandra Daddario, Jake Abel, Pierce Brosnan",Chris Columbus,26.691,95000000.0,226497209
Percy Jackson: Sea of Monsters,2013,106.0,"Adventure,Family,Fantasy",5.9,3109,"Logan Lerman, Brandon T. Jackson, Alexandra Daddario, Douglas Smith, Leven Rambin",Thor Freudenthal,15.762,90000000.0,199850315
Perdida,2018,103.0,"Crime,Drama,Mystery",6.3,89,"Luisana Lopilato, Amaia Salamanca, Rafael Spregelburd, Nicolás Furtado, Oriana Sabatini",Alejandro Montiel,8.201,667000.0,0
Perfect,2018,85.0,"Horror,Mystery,Sci-Fi",3.5,2,"Garrett Wareing, Courtney Eaton, Tao Okamoto, Maurice Compte, Abbie Cornish",Eddie Alcazar,1.849,0.0,0
Perfect Bid: The Contestant Who Knew Too Much,2017,72.0,"Documentary,History",6.5,25,"Bob Barker, Drew Carey, Kevin Pollak, Theodore Slauson, Roger Dobkowitz",CJ Wallis,2.464,0.0,0
Perfect Combination,2010,92.0,"Comedy,Romance",10.0,1,"Angell Conwell, Debra Wilson, Kareem J. Grimes, Shillae Anderson, Dawn Richard",Trey Haley,0.874,0.0,0
Perfect Cowboy,2014,109.0,Drama,5.0,1,"Ken Roht, Jeffrey Watkins, William Nicol, Sharon Bollum, Paul Sutherland",Ken Roht,1.379,200.0,0
Perfect Life,2012,,Drama,4.3,5,"Jesse Bradford, Sienna Guillory, Scot Williams, Steven Berkoff, Emily Hamilton",Josef Rusnak,1.841,0.0,0
Perfect Obedience,2014,99.0,Drama,6.6,14,"Juan Manuel Bernal, Alfonso Herrera, Luis Ernesto Franco, Sebastián Aguirre, Alejandro De Hoyos",Luis Urquiza,3.589,0.0,0
Perfect Sense,2011,92.0,"Drama,Romance,Sci-Fi",6.8,539,"Ewan McGregor, Eva Green, Ewen Bremner, Stephen Dillane, Denis Lawson",David Mackenzie,7.732,0.0,138868
Perfect Sisters,2014,96.0,"Crime,Drama,Thriller",5.7,170,"Abigail Breslin, Georgie Henley, Mira Sorvino, Jeffrey Ballard, Zoë Belkin",Stanley M. Brooks,7.353,0.0,0
Perfect Strangers,2017,97.0,Comedy,7.9,2479,"Giuseppe Battiston, Anna Foglietta, Marco Giallini, Edoardo Leo, Valerio Mastandrea",Paolo Genovese,9.731,0.0,32207491
Perfect in '76,2017,60.0,Documentary,7.0,1,"Quinn Buckner, Bobby Knight, Scott May, John Mellencamp, Angelo Pizzo",George Roy,0.6,0.0,0
Perfect: Android Rising,2013,80.0,"Action,Drama,Sci-Fi",3.2,15,"Roberto Lombardi, Samantha Talbott, Kasey Williams, Rick Zahn, Hector De La Rosa",Chris .R. Notarile,2.034,12000.0,0
Periods.,2012,72.0,Comedy,7.0,2,"Philip Quinaz, Alison Fyhrie, A. M. Lukas, Brian Shoaf, Mary Grill",Victor Quinaz,0.909,0.0,0
Permanent,2017,93.0,Comedy,5.6,24,"Rainn Wilson, Patricia Arquette, Kira McLean, Michael Greene, Aidan Fiske",Colette Burson,2.577,0.0,0
Permission,2017,96.0,"Comedy,Drama,Romance",4.8,69,"Rebecca Hall, Dan Stevens, Gina Gershon, Jason Sudeikis, François Arnaud",Brian Crano,7.122,0.0,0
Pernicious,2014,90.0,"Horror,Thriller",4.6,38,"Ciara Hanna, Emily O'Brien, Jackie Moore, Byron Gibson, Russell Geoffrey Banks",James Cullen Bressack,5.076,0.0,0
Perras,2011,100.0,"Drama,Romance,Thriller",4.4,22,"Claudia Zepeda, Karen de la Hoya, Scarlet Dergal, Alenka Ríos, Steph Bumelcrownd",Guillermo Ríos,2.073,0.0,0
Persecuted,2014,91.0,"Action,Drama,Mystery",1.0,1,,,0.6,0.0,0
Person of Interest,2010,72.0,"Crime,Drama,Thriller",6.1,7,"J. Reuben Appelman, Nova Tydings, Stitch Marker, Jim Lile, Antonio Gutiérrez",,1.127,0.0,0
Person to Person,2015,84.0,Comedy,8.0,5,"Bene Coopersmith, Deragh Campbell, Zachary Levy",Dustin Guy Defa,0.77,0.0,0
Persona,2010,80.0,Drama,8.3,726,"Bibi Andersson, Liv Ullmann, Margaretha Krook, Gunnar Björnstrand, Jörgen Lindström",Ingmar Bergman,13.342,0.0,0
Personal Shopper,2016,105.0,"Drama,Horror,Mystery",5.9,603,"Kristen Stewart, Lars Eidinger, Sigrid Bouaziz, Anders Danielsen Lie, Ty Olwin",Olivier Assayas,11.283,6000000.0,1305195
Personal Tailor,2013,118.0,"Comedy,Drama",5.1,8,"Ge You, Bai Baihe, Li Xiaolu, Ryan Zheng Kai, Song Dandan",Feng Xiaogang,2.02,0.0,0
Perspective,2012,,Drama,5.3,2,"Seth Gandrud, Dani During, Corbin Snyder, Liezl Stewart, Emmy Nguyen",Kenny Bump,0.6,35000.0,0
Pervert Boy,2016,88.0,"Comedy,Crime,Drama",7.0,1,,Lee Sang-woo,0.887,0.0,0
Pervert Park,2014,77.0,"Crime,Documentary",7.0,18,,Lasse Barkfors,1.759,0.0,0
Pet,2015,91.0,Thriller,5.8,357,"Dominic Monaghan, Ksenia Solo, Jennette McCurdy, Da'Vone McDonald, Nathan Parsons",Carles Torrens,8.822,0.0,22003
Pet Fooled,2016,70.0,Documentary,7.5,8,,Kohl Harrington,0.918,0.0,0
Pete Smalls Is Dead,2010,95.0,"Comedy,Crime",4.6,10,"Peter Dinklage, Mark Boone Junior, Tim Roth, Rosie Perez, Theresa Wayman",Alexandre Rockwell,2.099,6000000.0,0
Pete's Dragon,2016,102.0,"Action,Adventure,Comedy",6.3,1322,"Oakes Fegley, Bryce Dallas Howard, Wes Bentley, Karl Urban, Oona Laurence",David Lowery,15.734,65000000.0,143695338
Peter De Rome: Grandfather of Gay Porn,2014,97.0,Documentary,4.7,3,"Peter de Rome, Wakefield Poole, Julian Clary, Kristen Bjorn, Rupert Smith",Ethan Reid,0.6,0.0,0
Peter Pan: The Quest for the Never Book,2018,90.0,Animation,0.0,4,"Sarah Natochenny, Michael Dobson, Michelle Molineux, Matt Hill, Michelle Creber",Chandrasekharan,4.613,8000000.0,0
Peter Rabbit,2018,95.0,"Adventure,Animation,Comedy",6.5,650,"James Corden, Rose Byrne, Domhnall Gleeson, Margot Robbie, Elizabeth Debicki",Will Gluck,15.974,50000000.0,351266433
Peter and John,2015,110.0,Drama,1.0,1,"Jacqueline Bisset, Christian Coulson, Diane Guerrero, Shane Patrick, Bill Raymond",Jay Craven,1.136,0.0,0
Peter and the Farm,2016,91.0,Documentary,7.4,10,Peter Dunning,Tony Stone,0.854,0.0,0
Peterloo,2018,154.0,"Drama,History",7.3,20,"Rory Kinnear, Maxine Peake, Pearce Quigley, David Moorst, Rachel Finnegan",Mike Leigh,6.117,0.0,0
Petunia,2012,112.0,"Comedy,Drama,Romance",5.5,6,"Thora Birch, Brittany Snow, Eddie Kaye Thomas, Christine Lahti, Michael Urie",Ash Christian,4.066,0.0,0
Peyote,2013,70.0,"Comedy,Drama,Romance",7.0,4,"Joe Diazzi, Carlos Luque",Omar Flores Sarabia,0.6,0.0,0
Phantasm: Ravager,2016,85.0,"Action,Fantasy,Horror",5.1,59,"Reggie Bannister, A. Michael Baldwin, Angus Scrimm, Dawn Cody, Bill Thornbury",David Hartman,5.912,0.0,0
Phantom,2018,106.0,"Crime,Horror,Thriller",6.0,151,"Ed Harris, David Duchovny, Lance Henriksen, William Fichtner, Johnathon Schaech",Todd Robinson,7.211,10000000.0,1197759
Phantom Boy,2015,84.0,"Action,Adventure,Animation",7.0,22,"Édouard Baer, Jackie Berroyer, Audrey Tautou, Jean-Pierre Marielle, Gaspard Gagnol",Alain Gagnol,1.884,0.0,0
Phantom Detective,2016,125.0,"Action,Drama,Mystery",7.2,18,"Lee Je-hoon, Kim Sung-kyun, Park Keun-hyong, Roh Jeong-eui, Go Ara",Jo Sung-hee,1.944,0.0,67054
Phantom Halo,2014,87.0,"Crime,Drama,Thriller",5.8,26,"Rebecca Romijn, Thomas Brodie-Sangster, Luke Kleintank, Jordan Dunn, Tobin Bell",Antonia Bogdanovich,2.185,0.0,0
Phantom Limb,2014,92.0,"Drama,Mystery,Romance",6.5,2,,Alex Grigg,0.6,0.0,0
Phantom Thread,2017,130.0,"Drama,Romance",7.2,1617,"Daniel Day-Lewis, Vicky Krieps, Lesley Manville, Camilla Rutherford, Gina McKee",Paul Thomas Anderson,15.269,35000000.0,47756590
Phas Gaye Re Obama,2010,108.0,"Comedy,Crime,Drama",6.9,18,"Neha Dhupia, Rajat Kapoor, Sanjay Mishra, Manu Rishi Chadha, Pragati Pandey",Subhash Kapoor,2.33,0.0,0
Phhir,2011,100.0,"Drama,Mystery,Romance",5.0,2,,,0.6,,
Philomena,2013,98.0,"Biography,Comedy,Drama",7.4,945,"Judi Dench, Steve Coogan, Sophie Kennedy Clark, Mare Winningham, Barbara Jefford",Stephen Frears,8.978,12000000.0,100100000
Phobia,2013,91.0,"Horror,Thriller",2.9,5,"Erica Leerhsen, Chase Ryan Jeffery, Stephanie Rhodes, John Walpole, Pam Dougherty",Jon Keeyes,1.4,0.0,0
Phoenix,2018,70.0,Documentary,6.7,214,"Nina Hoss, Ronald Zehrfeld, Nina Kunzendorf, Trystan Pütter, Michael Maertens",Christian Petzold,7.574,0.0,3184472
Phoenix Forgotten,2017,87.0,"Horror,Mystery,Sci-Fi",5.6,134,"Florence Hartigan, Luke Spencer Roberts, Chelsea Lopez, Justin Matthews, Clint Jordan",Justin Barber,7.412,2800000.0,3600000
Phoonk 2,2010,110.0,"Drama,Horror,Mystery",5.5,3,"Sudeep, Ahsaas Channa, Neeru Bajwa, Ashwini Kalsekar, Amit Sadh",Milind Gadagkar,1.184,0.0,0
Pick of the Litter,2018,80.0,Documentary,7.4,14,"Diane Meer, Terry Blosser, Janet Gearheart, Sharon Kret",Dana Nachman,2.852,0.0,0
Pickings,2018,103.0,"Action,Crime,Drama",6.0,3,"Elyse Price, Katie Vincent, Taso Mikroulis, Joel Bernard, Lynne Jordan",Usher Morgan,2.17,350000.0,0
Pickman's Muse,2010,77.0,"Horror,Sci-Fi,Thriller",5.9,7,"Barret Walz, Maurice McNicholas, Tom Lodewyck, Joyce Porter, Mike Dobray",Robert Cappelletto,1.41,0.0,0
Picture Day,2012,93.0,"Comedy,Drama",6.7,11,"Tatiana Maslany, Spencer Van Wyck, Steven McCarthy, Susan Coyne, Fiona Highet",Kate Miles Melville,2.959,0.0,0
Pictures of Superheroes,2012,70.0,Comedy,5.0,1,"Kerri Lendo, Shannon McCormick, John Merriman, Byron Brown, Sonny Carl Davis",Don Swaynos,0.6,0.0,0
Pieces of Easter,2013,98.0,"Comedy,Family",6.0,1,"Christina Marie Karis, Jefferson Moore, Nakia Barney, Sylvia Boykin, Phillip Cherry",Jefferson Moore,0.6,0.0,0
Pieces of Talent,2014,95.0,"Horror,Thriller",6.2,9,"David Long, Kristi Ray, Taylor Kowalski, Barbara Weetman, Jon Stafford",Joe Stauffer,1.718,0.0,0
Piercing,2018,81.0,"Horror,Mystery,Thriller",5.9,38,"Christopher Abbott, Mia Wasikowska, Laia Costa, Maria Dizzia, Marin Ireland",Nicolas Pesce,7.528,0.0,0
Pieta,2012,104.0,"Crime,Drama",7.1,144,"Cho Min-soo, Lee Jung-jin, Woo Ki-hong, Kang Eun-jin, Heo Joon-seok",Kim Ki-duk,6.013,103000.0,6616296
Pig,2018,104.0,"Comedy,Crime,Drama",3.5,4,"Molly Black, Guy Burnet, Andrew Howard, Lorry O'Toole, Juliet Quintin-Archard",Adam Mason,0.734,0.0,0
Pig Pen,2015,85.0,"Drama,Thriller",5.0,1,"Clay von Carlowitz, Vito Trigo, Helenmary Ball, Michael Brecher, Lucas Koch",Jason M. Koch,0.6,0.0,0
Piggy,2012,106.0,Thriller,6.0,18,"Paul Anderson, Martin Compston, Ed Skrein, Josh Herdman, Louise Dylan",Kieron Hawkes,3.599,900000.0,0
Pilchuck: A Dance with Fire,2015,75.0,"Documentary,History",5.0,1,"Jeff Bridges, Dale Chihuly, Jamie Carpenter, Fritz Driesbach, Kate Elliott",,0.6,325000.0,0
Pilgrim Song,2012,116.0,Drama,5.0,1,"Timothy Morton, Karrie Crouse, Bryan Marshall, Kristin Slaysman, Michael Abbott Jr.",Martha Stephens,0.6,0.0,0
Pilgrimage,2017,108.0,"Adventure,Drama",5.9,126,"Tom Holland, Richard Armitage, Jon Bernthal, Stanley Weber, John Lynch",Brendan Muldowney,7.298,0.0,0
Pilla Zamindar,2011,148.0,"Comedy,Drama",7.1,8,"Nani, Hariprriya, Rao Ramesh, Srinivas Avasarala, Dhanraj Sukhram",Ashok G.,1.4,0.0,0
Pimp,2018,86.0,"Crime,Drama,Romance",6.9,7,"Keke Palmer, Haley Ramm, Edi Gathegi, Aunjanue Ellis-Taylor, Vanessa Morgan",Christine Crokos,5.497,0.0,0
